ProductName,Price,Rate,Review,Summary
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Super!,Excellent air cooler.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Really Nice,Overall very goodBut warranty card 3 month ago
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Wonderful,Good air cooler Value for money Sound is very less Build quality need to be improve.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Best in the market!,Super...........  Very good product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Terrific purchase,"Nice one, no need of AC"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Fabulous!,Fantastic cooler in this range. Chilled more than expected.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Fabulous!,Good
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Delightful,Simple super
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Excellent,Good Product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Worth every penny,"Working great. Three side cooling pad has increased its efficiency. The fan speed and airflow amount could be better. It is very difficult to put water from the front. A lot of design flaws. But at this price point, it's better than other brand products. For optimal comfort and cooling, the cooler needs to put outside the room in an open space or near the window of a well-ventilated room."
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Brilliant,Awesome product.... if possible pls provide wheel stand with product.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Terrific purchase,Good product. The only draw back is there is no space for putting ice.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Just okay,Unable to open to change water or grass..
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Excellent,Nice product with good blower and fast cooling.... A real satisfaction for money.....
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Horrible,Don't buy any one
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",2,Bad quality,Built quality is good but fan is not much powerful as expected it is good for small room. I am going to return it
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Excellent,This is  best Air cooler within 8K price tag.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Value-for-money,Cooling is perfect.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Good,Good quality
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Must buy!,Awesome in everything...value for money.....nice cooling
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Really Nice,Cooler is jabardast but not honeycomb pad
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Classy product,Very good product in this price....
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Perfect product!,Minimum price maximum performance
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Perfect product!,Fantastic products in such low price.. go for this without hesitation
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Worth every penny,Superb
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Worth every penny,Very niceCooling very goodSize Big
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Worth the money,nice product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Value-for-money,"First thing cooler is very silent ,at the lowest speed noise is minimalSecond all the other things is equivalent to 10-15,000 price cooler"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Just wow!,Very nice  product I am satisfied this order
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Pretty good,Wanted to give 5 ? but to handle this huge cooler atleast it should have wheels at the bottom. Unfortunately it's not available.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Fabulous!,Nice product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Good quality product,Awesome.product..best cooling
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Worth every penny,Very very nice product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Nice,Product does not working defective please return
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Delightful,"Best performance and minimum sound.Thanku Flipkart...,."
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Mind-blowing purchase,Superb go for it
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Good,Wonderfull
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Best in the market!,"Good product,delivered in few days"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Terrible product,No doubt it is good in this price
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Must buy!,AwesomeFull satisfied
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Fabulous!,Excellent cooling at this price range.Delivered as per the date expected.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Classy product,Good
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Terrific purchase,Veri nice desert cooler. Size of the cooler exceed the expectations. Timely delivered.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Good quality product,Thank u flipcart for quick delivery
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,BEST PRODUCT AND BEST BUY,"Thanks to FLIPCART ,very fast delivery .Boys are with corona precautions .Best cooler ,but need to give more plug wire and stand ..This is not a cooler ,feel like AC"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Utterly Disappointed,"Don't buy this product total waste of money and time, fan speed slowly decreasing and cooling is not that good, consistent."
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Classy product,One of the best cooler .good use plastic meterial.best cooling
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Mind-blowing purchase,Very good product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Pretty good,"Value for money, good"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Simply awesome,It's good
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Highly recommended,Good man
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Classy product,Superb cooling.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Just wow!,Super ????????????
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Must buy!,Perfect cooler as it's name Maharaja and gives very cool air in hot and dry climate
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Excellent,Super cool and quality
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Worth every penny,Excellent team. Safe & hygiene delivery.Product working really great
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Super!,Noiseless...air pressure n speed awesome...cooling like Ac...really worth it product ...colour design all r decent
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Awesome,Product is good and the behavior of delivery boy is also good  nice product flipkart thankyou
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Must buy!,Nice product in this price.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Good quality product,"Cooling best ,minimum sound ,fan speed goodBut some parts of the cooler are missingNo service avaialbleWe called Flipcart they didn't respond properly ...finally we got the spare parts from local service shop"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Classy product,Low on noise high capacity big inner space for cooling
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Wonderful,Good product and nice cooling...but it's accupy large place it suitable in hall
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Just wow!,Best cooler. I got it for 7k .
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Classy product,Good but there is have no stand that's much desopointed
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Good choice,very cool
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Fair,Nice cooler
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Wonderful,Excellent but it's big sound as compare to others cooler.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Fabulous!,very nice product go without second thought it is far better than 70 L also as pad is wood wool it is better than hone bee its chilled the room within 15 min purchase blidenly
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Very Good,Nice cooler in this range .
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Pretty good,Cooler is Good and nice coolingNice service nice coolling
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Perfect product!,This cooler is cool??
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Nice product,Everything was superb!!...only this was it doesn't have wheels under it.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Very Good,Nice cooler
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Worth every penny,Excellent cooler. Received it two days back. It makes my room very cool even in Mumbai. The delivery boys were also very polite. Prompt delivery
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Not recommended at all,"Not good ,Water leaking after one month return period"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Pretty good,Good produt
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Just okay,Good
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Terrific purchase,Affordable and best quality
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Good choice,Good
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Brilliant,Excellent
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Hated it!,Not support after shell warranty
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Classy product,Thanks ???
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Worth every penny,"Good cooling, Minimum power consumption.... over all good"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Worth the money,Good product. But no instructions. It is very difficult to clean it. So I think it's better to give instructions to open and usage also.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Value-for-money,Super
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Highly recommended,Amazing purchase!
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Good,Ok
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Very poor,"RH levels getting down at room, may be due to wooden cooling pads.entire human body getting sweat.local made is better than this.waste of money."
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Not recommended at all,"Send Damage product. Dont buy,"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Simply awesome,Great product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Just wow!,"excellent cooler, excellent air flow, super cooling , almost silence function,Sturdy body,smart looking cooler.Thank to Maharaja White line and flipkart."
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Good quality product,It's just take lots of water...
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Worth every penny,very nice best cooler must buy
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Just wow!,It's simply awesome all in one... Just go for it
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Very Good,"Plastic body is weak, rest everything is good."
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Worth the money,"Overall product is good , only problem is to move the cooler, it doesn't have wheels and also water inlet is provided in the bottom...nice product"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Terrific,Superb cooling
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Must buy!,One of the best best product.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Terrific purchase,Good cooling
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Super!,I am so happy for this purchase. quality of Product is very good.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Excellent,Nice product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Really Nice,Nice
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Mind-blowing purchase,Built solid. Cooling super effective. It has water indicator. Fan is very sturdy as well. Have been using it since few days. Overall quite satisfied untill now. Proper desert cooler. Powerful.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Simply awesome,Very nice products
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Wonderful,Size too big guuz so much bigger than expected it can occupy 2man sitting place
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Just wow!,It's too good boss I am very happy.i was purchased in 6434rs in 31may.i recomded this product in air cooler but it's too large so pls saw the image than purchased.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Don't waste your money,Fan speed is maximum 3 hours.then slow action speed.customer care support bad..not responce..dont buy...u think buy other brands...
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Wonderful,Good
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Great product,Very good
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Brilliant,Perfact
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Excellent,Nice cooler
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Terrific purchase,Very nice cooler after using for constant seven days ....today I'm writing it....it's worth the money ...
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Worth the money,Nice cooler at this price.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Just okay,Good but not exact what I expect
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",2,Bad quality,Too big
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Brilliant,"Nice product,  big size,worth of money ,fast delivery"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Good,It's ok
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Worth the money,Worth it
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Value-for-money,Nice cooler
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Perfect product!,V good cooler
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Perfect product!,I love it
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Value-for-money,Very fast delivery  thank you
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Best in the market!,Good
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Simply awesome,Good item.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Just wow!,It Is working well and cost I think is some high.. But product is so good..
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Good,Good one
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Worth every penny,Awesome Product by Maharaja Whiteline
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Great product,Very good product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Highly recommended,I loved this item ... worth the 7500 rupees .  It's too big than whatever we expected .!!!
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Nice product,Product is good. Not got suitable stand
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Just wow!,Nice cooler
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Mind-blowing purchase,Good
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Excellent,Best in my room
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Highly recommended,Nice..  super..
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Brilliant,Good cooler
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Worth every penny,"Very nice,  recommended"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Utterly Disappointed,item is vry bad ...i hate flipcart item. this watch is
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Brilliant,good product.....buying worst
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Classy product,"It's very powerful, and best working.I like it but size is issue.Very big sizes"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Very Good,Working properly.like this cooler.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Best in the market!,Nice product superb cooling  and supersilent
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Delightful,Overall product is very nice only drawback is it is large in size.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Must buy!,Super
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Must buy!,"Very good cooler, feeling like AC in summer."
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",2,Expected a better product,It is suitable for 1 man only
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Excellent,I love it
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Just wow!,Please take care of size before purchasing otherwise product is great. I buy it in 8000 with 2 years of extended warranty.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Good quality product,Its work awesome luv it...
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Must buy!,Good product as expected. Cooling room more than expected. Thanks to flipkart for fast delivery and genuine product.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Classy product,Worthy.....
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Excellent,Good
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Worth the money,Good delivery.. Value for money.. Best cooler ever..
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Nice product,Built quality is very good. There is no light indicator in this cooler.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Awesome,God quality
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Terrific purchase,Good
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Wonderful,You can also buy without any hesitation ???
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Awesome,Nice product  ....working  is good????
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Nice product,Very good product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Must buy!,Nice product value for money
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Worth every penny,Very nice cooler.??? Gives cool air even without any water. Thoughtfully made by the brand maharaja whiteline!!???? Well done maharaja whiteline.??? And good job by flipkart for delivering such a big appliance without any damage!! ???
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Good quality product,Very good air cooler
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Wonderful,Good product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Just okay,Very good product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Super!,Very nice
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Good choice,Very good item very nice thank you Flipkart
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Fabulous!,"Great deal, perfect cooling"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",2,Moderate,Room is not cooling.. cooler is throughing only normal air.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Perfect product!,Awesome ?product
